Bruguera	np00000	B-NP
pierde	vmip3s0	B-VP
en	sps00	O
Santiago_de_Chile	np00000	B-NP
.	fp	O
El	da0ms0	B-NP
tenista	nccs000	I-NP
catalán	aq0ms0	I-NP
fue	vsis3s0	B-VP
eliminado	vmp00sm	I-VP
por	sps00	O
el	da0ms0	B-NP
argentino	ncms000	I-NP
Mariano_Hood	np00000	I-NP
(	fpa	I-NP
7-6		I-NP
,	fc	I-NP
6-4		I-NP
)	fpt	I-NP
en	sps00	O
la	da0fs0	B-NP
primera	ao0fs0	I-NP
ronda	ncfs000	I-NP
del	spcms	I-NP
torneo	ncms000	I-NP
en	sps00	O
el	da0ms0	B-NP
que	pr0cn000	I-NP
el	da0ms0	B-NP
bicampeón	ncms000	I-NP
de	sps00	I-NP
Roland_Garros	np00000	I-NP
jugaba	vmii3s0	B-VP
con	sps00	O
una	di0fs0	B-NP
invitación	ncfs000	I-NP
especial	aq0cs0	I-NP
.	fp	O
Bruguera	np00000	B-NP
no	rn	O
ha	vaip3s0	B-VP
tenido	vmp00sm	I-VP
suerte	ncfs000	B-NP
en	sps00	O
los	da0mp0	B-NP
dos	dn0cp0	I-NP
torneos	ncmp000	I-NP
que	pr0cn000	O
ha	vaip3s0	B-VP
disputado	vmp00sm	I-VP
hasta	sps00	O
el	da0ms0	B-NP
momento	ncms000	I-NP
en	sps00	O
su	dp3cs0	B-NP
regreso	ncms000	I-NP
a	sps00	I-NP
las	da0fp0	I-NP
pistas	ncfp000	I-NP
,	fc	I-NP
después	rg	I-NP
de	sps00	I-NP
un	di0ms0	I-NP
largo	aq0ms0	I-NP
periodo	ncms000	I-NP
lesionado	aq0msp	O
.	fp	O
El	da0ms0	B-NP
catalán	ncms000	I-NP
tendrá	vmif3s0	B-VP
una	di0fs0	B-NP
tercera	ao0fs0	I-NP
oportunidad	ncfs000	I-NP
,	fc	O
la	da0fs0	B-NP
próxima	aq0fs0	I-NP
semana	ncfs000	I-NP
,	fc	O
en	sps00	O
el	da0ms0	B-NP
torneo	ncms000	I-NP
de	sps00	I-NP
Bogotá	np00000	I-NP
.	fp	O
